Sequence1,Sequence2,Time_Seconds
18,156,0.07709
18,157,0.194347
18,158,0.113659
18,159,0.114053
18,160,0.111477
18,161,0.106601
18,162,0.071746
18,163,0.065063
18,164,0.061576
18,165,0.116042
18,166,0.063837
18,167,0.056869
18,168,0.065675
18,169,0.180167
18,170,0.061064
18,171,0.056063
18,172,0.066635
18,173,0.070732
18,174,0.065145
18,175,0.065046
18,176,0.132265
18,177,0.066082
18,178,0.065325
18,179,0.060898
18,180,0.064365
18,181,0.064937
19,20,0.201314
19,21,0.186274
19,22,0.188833
19,23,0.190422
19,24,0.186203
19,25,0.185687
19,26,0.192955
19,27,0.202437
19,28,0.208615
19,29,0.203776
19,30,0.201959
19,31,0.201528
19,32,0.19243
19,33,0.183051
19,34,0.207421
19,35,0.186378
19,36,0.193831
19,37,0.196856
19,38,0.189404
19,39,0.210946
19,40,0.18572
19,41,0.196921
19,42,0.182766
19,43,0.186804
19,44,0.183158
19,45,0.195059
19,46,0.184404
19,47,0.195449
19,48,0.177854
19,49,0.298746
19,50,0.194963
19,51,0.184511
19,52,0.201201
19,53,0.201446
19,54,0.210657
19,55,0.230809
19,56,0.18824
19,57,0.202325
19,58,0.200751
19,59,0.195297
19,60,0.208002
19,61,0.194433
19,62,0.184282
19,63,0.185184
19,64,0.194909
19,65,0.184274
19,66,0.201799
19,67,0.184511
19,68,0.186699
19,69,0.17712
19,70,0.176946
19,71,0.176478
19,72,0.20339
19,73,0.186981
19,74,0.186043
19,75,0.168155
19,76,0.183846
19,77,0.169181
19,78,0.185099
19,79,0.184169
19,80,0.185869
19,81,0.190855
19,82,0.188687
19,83,0.184871
19,84,0.184653
19,85,0.178294
19,86,0.180239
19,87,0.185786
19,88,0.398002
19,89,0.165705
19,90,0.184033
19,91,0.246234
19,92,0.22037
19,93,0.183474
19,94,0.193403
19,95,0.193798
19,96,0.185702
19,97,0.176096
19,98,0.181897
19,99,0.193009
19,100,0.162864
19,101,0.162337
19,102,0.163517
19,103,0.160941
19,104,0.100134
19,105,0.072104
19,106,0.087789
19,107,0.070254
19,108,0.101942
19,109,0.091528
19,110,0.093037
19,111,0.09009
19,112,0.09974
19,113,0.102504
19,114,0.091471
19,115,0.088162
19,116,0.08587
19,117,0.169252
19,118,0.089815
19,119,0.101179
19,120,0.087137
19,121,0.100029
19,122,0.102046
19,123,0.11555
19,124,0.02461
19,125,0.023554
19,126,0.024802
19,127,0.024412
19,128,0.018713
19,129,0.141822
19,130,0.097481
19,131,0.131283
19,132,0.377835
19,133,0.170899
19,134,0.139297
19,135,0.094281
19,136,0.110905
19,137,0.073381
19,138,0.103487
19,139,0.15949
19,140,0.165321
19,141,0.212338
19,142,0.112984
19,143,0.127547
19,144,0.103967
19,145,0.105217
19,146,0.101849
19,147,0.123353
19,148,0.097654
19,149,0.100392
19,150,0.128662
19,151,0.085388
19,152,0.094172
19,153,0.072307
19,154,0.059828
19,155,0.02962
19,156,0.089622
19,157,0.184819
19,158,0.085929
19,159,0.077377
19,160,0.131076
19,161,0.170052
19,162,0.04367
19,163,0.046243
19,164,0.040297
19,165,0.091932
19,166,0.054475
19,167,0.057031
19,168,0.054023
19,169,0.207351
19,170,0.148532
19,171,0.135308
19,172,0.179476
19,173,0.070236
19,174,0.042027
19,175,0.037951
19,176,0.120107
19,177,0.070429
19,178,0.058159
19,179,0.103711
19,180,0.080274
19,181,0.102636
20,21,0.567666
20,22,0.32012
20,23,0.138542
20,24,0.088075
20,25,0.113848
20,26,0.175903
20,27,0.233172
20,28,0.187629
20,29,0.196013
20,30,0.136215
20,31,0.132457
20,32,0.132766
20,33,0.132774
20,34,0.153471
20,35,0.133699
20,36,0.141627
20,37,0.127799
20,38,0.125531
20,39,0.156834
20,40,0.156246
20,41,0.15651
20,42,0.21589
20,43,0.161032
20,44,0.148565
20,45,0.152131
20,46,0.142739
20,47,0.166582
20,48,0.165216
20,49,0.272796
20,50,0.1482
20,51,0.148786
20,52,0.159064
20,53,0.170234
20,54,0.125746
20,55,0.093768
20,56,0.099277
20,57,0.086986
20,58,0.076326
20,59,0.078599
20,60,0.093809
20,61,0.093727
20,62,0.078614
20,63,0.101014
20,64,0.102139
20,65,0.087795
20,66,0.08817
20,67,0.077223
20,68,0.107167
20,69,0.075556
20,70,0.077414
20,71,0.08897
20,72,0.175327
20,73,0.103992
20,74,0.08209
20,75,0.087631
20,76,0.087453
20,77,0.079952
20,78,0.087558
20,79,0.133635
20,80,0.075774
20,81,0.09155
20,82,0.079053
20,83,0.077351
20,84,0.080384
20,85,0.077604
20,86,0.078106
20,87,0.080117
20,88,0.14656
20,89,0.073768
20,90,0.078124
20,91,0.062489
20,92,0.083112
20,93,0.074374
20,94,0.080679
20,95,0.078199
20,96,0.094278
20,97,0.061375
20,98,0.079912
20,99,0.07889
20,100,0.092773
20,101,0.079191
20,102,0.095487
20,103,0.079385
20,104,0.046847
20,105,0.034523
20,106,0.0407
20,107,0.033952
20,108,0.031243
20,109,0.047099
20,110,0.046827
20,111,0.036747
20,112,0.042217
20,113,0.049971
20,114,0.028203
20,115,0.047643
20,116,0.04768
20,117,0.059633
20,118,0.034834
20,119,0.049875
20,120,0.044794
20,121,0.047028
20,122,0.031244
20,123,0.047237
20,124,0.017086
20,125,0.014899
20,126,0.015725
20,127,0.02774
20,128,0.015954
20,129,0.075524
20,130,0.042378
20,131,0.060172
20,132,0.047374
20,133,0.031421
20,134,0.046869
20,135,0.050732
20,136,0.045752
20,137,0.045296
20,138,0.031611
20,139,0.046849
20,140,0.03141
20,141,0.050261
20,142,0.044538
20,143,0.046836
20,144,0.033083
20,145,0.045837
20,146,0.047272
20,147,0.049371
20,148,0.035871
20,149,0.044994
20,150,0.043164
20,151,0.047714
20,152,0.041581
20,153,0.044835
20,154,0.024284
20,155,0.015625
20,156,0.031719
20,157,0.078669
20,158,0.046867
20,159,0.04884
20,160,0.045322
20,161,0.046864
20,162,0.031245
20,163,0.031242
20,164,0.015621
20,165,0.047523
20,166,0.031281
20,167,0.015623
20,168,0.031226
20,169,0.078514
20,170,0.015621
20,171,0.031244
20,172,0.015622
20,173,0.032989
20,174,0.029631
20,175,0.028428
20,176,0.05072
20,177,0.029059
20,178,0.027332
20,179,0.024461
20,180,0.031071
20,181,0.037918
21,22,0.072789
21,23,0.064716
21,24,0.07665
21,25,0.078107
21,26,0.064188
21,27,0.094046
21,28,0.075582
21,29,0.075603
21,30,0.079854
21,31,0.074737
21,32,0.082704
21,33,0.058339
21,34,0.085507
21,35,0.076368
21,36,0.076598
21,37,0.08119
21,38,0.059402
21,39,0.079068
21,40,0.081433
21,41,0.061312
21,42,0.083266
21,43,0.074722
21,44,0.063391
21,45,0.062865
21,46,0.078546
21,47,0.080916
21,48,0.072825
21,49,0.1439
21,50,0.122196
21,51,0.07113
21,52,0.080071
21,53,0.076751
21,54,0.062482
21,55,0.078486
21,56,0.083177
21,57,0.059121
21,58,0.083401
21,59,0.081632
21,60,0.078683
21,61,0.080412
21,62,0.073451
21,63,0.063859
21,64,0.082102
21,65,0.064427
21,66,0.075025
21,67,0.070843
21,68,0.07123
21,69,0.062806
21,70,0.081695
21,71,0.062193
21,72,0.079002
21,73,0.063232
21,74,0.077454
21,75,0.064058
21,76,0.126027
21,77,0.066994
21,78,0.070732
21,79,0.06925
21,80,0.065092
21,81,0.07715
21,82,0.074586
21,83,0.068421
21,84,0.061628
21,85,0.064718
21,86,0.095734
21,87,0.12846
21,88,0.143885
21,89,0.137498
21,90,0.127035
21,91,0.124969
21,92,0.109573
21,93,0.125006
21,94,0.110457
21,95,0.128217
21,96,0.110605
21,97,0.129139
21,98,0.168869
21,99,0.144032
21,100,0.106796
21,101,0.113203
21,102,0.152951
21,103,0.129886
21,104,0.063661
21,105,0.03337
21,106,0.049265
21,107,0.043452
21,108,0.063294
21,109,0.047222
21,110,0.065809
21,111,0.065496
21,112,0.061915
21,113,0.060919
21,114,0.063731
21,115,0.048247
21,116,0.064165
21,117,0.063633
21,118,0.096091
21,119,0.089866
21,120,0.0439
21,121,0.054369
21,122,0.046575
21,123,0.04746
21,124,0
21,125,0.026249
21,126,0.005412
21,127,0.01705
21,128,0
21,129,0.066015
21,130,0.045003
21,131,0.033065
21,132,0.061433
21,133,0.05947
21,134,0.069238
21,135,0.054269
21,136,0.069605
21,137,0.08403
21,138,0.061172
21,139,0.045115
21,140,0.060509
21,141,0.053755
21,142,0.054881
21,143,0.054017
21,144,0.049109
21,145,0.067005
21,146,0.055075
21,147,0.098107
21,148,0.063301
21,149,0.061279
21,150,0.064159
21,151,0.055225
21,152,0.056037
21,153,0.050779
21,154,0.049178
21,155,0.017191
21,156,0.039773
21,157,0.112833
21,158,0.06253
21,159,0.082878
21,160,0.114719
21,161,0.067344
21,162,0.020387
21,163,0.043147
21,164,0.03175
21,165,0.080307
21,166,0.04421
21,167,0.033086
21,168,0.031606
21,169,0.127165
21,170,0.03841
21,171,0.040503
21,172,0.031984
21,173,0.041168
21,174,0.038237
21,175,0.03823
21,176,0.056407
21,177,0.050792
21,178,0.029469
21,179,0.062339
21,180,0.07878
21,181,0.031494
22,23,0.137316
22,24,0.147633
22,25,0.143008
22,26,0.137157
22,27,0.163924
22,28,0.090921
22,29,0.116445
22,30,0.098515
22,31,0.108108
22,32,0.124404
22,33,0.114706
22,34,0.12821
22,35,0.136356
22,36,0.140594
22,37,0.140591
22,38,0.140591
22,39,0.141104
22,40,0.127449
22,41,0.14273
22,42,0.141812
22,43,0.141349
22,44,0.126096
22,45,0.141062
22,46,0.141128
22,47,0.125374
22,48,0.13181
22,49,0.232829
22,50,0.1618
22,51,0.143439
22,52,0.143928
22,53,0.266747
22,54,0.171494
22,55,0.142772
22,56,0.127563
22,57,0.165804
22,58,0.166983
22,59,0.13532
22,60,0.196033
22,61,0.143107
22,62,0.138619
22,63,0.125463
22,64,0.134621
22,65,0.260797
22,66,0.140682
22,67,0.134672
22,68,0.198966
22,69,0.126997
22,70,0.122569
22,71,0.11867
22,72,0.127574
22,73,0.12041
22,74,0.121834
22,75,0.185817
22,76,0.244035
22,77,0.192373
22,78,0.106946
22,79,0.199424
22,80,0.217388
22,81,0.305045
22,82,0.229354
22,83,0.15481
22,84,0.115812
22,85,0.109342
22,86,0.12701
22,87,0.129593
22,88,0.126921
22,89,0.12703
22,90,0.128599
22,91,0.137371
22,92,0.080182
22,93,0.15188
22,94,0.280982
22,95,0.193175
22,96,0.136281
22,97,0.202764
22,98,0.281503
22,99,0.174361
22,100,0.102686
22,101,0.125921
22,102,0.111242
22,103,0.109119
22,104,0.056784
22,105,0.082143
22,106,0.035823
22,107,0.049119
22,108,0.029094
22,109,0.046888
22,110,0.047009
22,111,0.047416
22,112,0.051965
22,113,0.043918
22,114,0.056124
22,115,0.0656
22,116,0.061646
22,117,0.075276
22,118,0.059315
22,119,0.087824
22,120,0.070218
22,121,0.086013
22,122,0.072236
22,123,0.047177
22,124,0.017327
22,125,0.033267
22,126,0.012043
22,127,0.031327
22,128,0.015627
22,129,0.078223
22,130,0.064737
22,131,0.045566
22,132,0.065171
22,133,0.061846
22,134,0.068389
22,135,0.073075
22,136,0.06826
22,137,0.073997
22,138,0.09383
22,139,0.050399
22,140,0.0769
22,141,0.063481
22,142,0.079308
22,143,0.061378
22,144,0.079169
22,145,0.062099
22,146,0.062482
22,147,0.078583
22,148,0.062549
22,149,0.062485
22,150,0.080107
22,151,0.063128
22,152,0.111661
22,153,0.080068
22,154,0.094945
22,155,0.023607
22,156,0.054514
22,157,0.126058
22,158,0.093911
22,159,0.083824
22,160,0.057908
22,161,0.093732
22,162,0.046864
22,163,0.031243
22,164,0.046896
22,165,0.086908
22,166,0.047791
22,167,0.044737
22,168,0.040898
22,169,0.111342
22,170,0.031126
22,171,0.057227
22,172,0.038862
22,173,0.070955
22,174,0.050328
22,175,0.044058
22,176,0.062425
22,177,0.048761
22,178,0.044482
22,179,0.044129
22,180,0.031614
22,181,0.062529
23,24,0.125485
23,25,0.124967
23,26,0.140759
23,27,0.175829
23,28,0.132555
23,29,0.184548
23,30,0.125399
23,31,0.157867
23,32,0.132069
23,33,0.163917
23,34,0.207534
23,35,0.14677
23,36,0.125754
23,37,0.134293
23,38,0.13587
23,39,0.125839
23,40,0.127636
23,41,0.124735
23,42,0.112158
23,43,0.09329
23,44,0.109329
23,45,0.096582
23,46,0.119567
23,47,0.116457
23,48,0.138242
23,49,0.18049
23,50,0.109695
23,51,0.102581
23,52,0.236707
23,53,0.24799
23,54,0.14585
23,55,0.141927
23,56,0.102743
23,57,0.113631
23,58,0.124747
23,59,0.131222
23,60,0.131467
23,61,0.120444
23,62,0.125548
23,63,0.110256
23,64,0.132783
23,65,0.122084
23,66,0.126247
23,67,0.126439
23,68,0.119387
23,69,0.110282
23,70,0.127152
23,71,0.141434
23,72,0.131041
23,73,0.125585
23,74,0.124135
23,75,0.12754
23,76,0.125755
23,77,0.11058
23,78,0.111713
23,79,0.131924
23,80,0.120409
23,81,0.130859
23,82,0.13116
23,83,0.120923
23,84,0.119719
23,85,0.11516
23,86,0.110011
23,87,0.125191
23,88,0.128417
23,89,0.1307
23,90,0.136997
23,91,0.124299
23,92,0.131421
23,93,0.136548
23,94,0.12634
23,95,0.122991
23,96,0.114863
23,97,0.121445
23,98,0.115443
23,99,0.127835
23,100,0.125828
23,101,0.113815
23,102,0.146144
23,103,0.183705
23,104,0.073083
23,105,0.054184
23,106,0.062257
23,107,0.052576
23,108,0.058221
23,109,0.065403
23,110,0.068794
23,111,0.063481
23,112,0.056397
23,113,0.081392
23,114,0.051788
23,115,0.061768
23,116,0.05717
23,117,0.049062
23,118,0.071398
23,119,0.08159
23,120,0.053709
23,121,0.06679
23,122,0.075082
23,123,0.056702
23,124,0.026124
23,125,0.012899
23,126,0.023782
23,127,0.01228
23,128,0.011216
23,129,0.071801
23,130,0.043519
23,131,0.063399
23,132,0.061203
23,133,0.052513
23,134,0.074754
23,135,0.06141
23,136,0.06327
23,137,0.065739
23,138,0.06131
23,139,0.062611
23,140,0.062681
23,141,0.070552
23,142,0.057618
23,143,0.062968
23,144,0.063374
23,145,0.061994
23,146,0.064138
23,147,0.063056
23,148,0.063251
23,149,0.062443
23,150,0.075279
23,151,0.066963
23,152,0.053524
23,153,0.058016
23,154,0.050002
23,155,0.021674
23,156,0.054205
23,157,0.129016
23,158,0.076288
23,159,0.065821
23,160,0.083994
23,161,0.072429
23,162,0.04824
23,163,0.035798
23,164,0.043489
23,165,0.079237
23,166,0.054059
23,167,0.040584
23,168,0.047854
23,169,0.111929
23,170,0.039901
23,171,0.048533
23,172,0.065942
23,173,0.068155
23,174,0.055608
23,175,0.042307
23,176,0.082606
23,177,0.043841
23,178,0.045825
23,179,0.047224
23,180,0.040487
23,181,0.037751
24,25,0.126671
24,26,0.158344
24,27,0.130997
24,28,0.218175
24,29,0.17462
24,30,0.145958
24,31,0.13297
24,32,0.131159
24,33,0.143957
24,34,0.155708
24,35,0.143721
24,36,0.140561
24,37,0.134278
24,38,0.135398
24,39,0.143144
24,40,0.142546
24,41,0.129799
24,42,0.143785
24,43,0.13167
24,44,0.141872
24,45,0.119716
24,46,0.146749
24,47,0.131693
24,48,0.139915
24,49,0.207271
24,50,0.132234
24,51,0.128265
24,52,0.143928
24,53,0.157252
24,54,0.158051
24,55,0.155825
24,56,0.127066
24,57,0.144733
24,58,0.145892
24,59,0.157132
24,60,0.142723
24,61,0.141322
24,62,0.158592
24,63,0.122273
24,64,0.130575
24,65,0.126455
24,66,0.094245
24,67,0.095918
24,68,0.090896
24,69,0.100705
24,70,0.133218
24,71,0.1267
24,72,0.159181
24,73,0.137793
24,74,0.128262
24,75,0.113848
24,76,0.20186
24,77,0.21901
24,78,0.242441
24,79,0.145094
24,80,0.131697
24,81,0.133716
24,82,0.143128
24,83,0.132828
24,84,0.129334
24,85,0.134217
24,86,0.144571
24,87,0.125017
24,88,0.124787
24,89,0.132956
24,90,0.121501
24,91,0.130819
24,92,0.191723
24,93,0.141378
24,94,0.134864
24,95,0.119758
24,96,0.12762
24,97,0.119779
24,98,0.111318
24,99,0.143398
24,100,0.238263
24,101,0.189393
24,102,0.123731
24,103,0.116343
24,104,0.076029
24,105,0.061879
24,106,0.069731
24,107,0.109519
24,108,0.123354
24,109,0.094173
24,110,0.081106
24,111,0.192281
24,112,0.081244
24,113,0.071169
24,114,0.054615
24,115,0.062129
24,116,0.05691
24,117,0.080214
24,118,0.108677
24,119,0.126895
24,120,0.107774
24,121,0.130169
24,122,0.078665
24,123,0.062526
24,124,0.015628
24,125,0.031201
24,126,0.02081
24,127,0.010507
24,128,0.015628
24,129,0.078109
24,130,0.063025
24,131,0.062528
24,132,0.065948
24,133,0.075493
24,134,0.062858
24,135,0.086746
24,136,0.055644
24,137,0.082734
24,138,0.058171
24,139,0.079693
24,140,0.063657
24,141,0.062577
24,142,0.078791
24,143,0.09537
24,144,0.062695
24,145,0.062727
24,146,0.079125
24,147,0.100349
24,148,0.057234
24,149,0.063403
24,150,0.063274
24,151,0.063141
24,152,0.086546
24,153,0.056754
24,154,0.065274
24,155,0.015753
24,156,0.04478
24,157,0.126739
24,158,0.098594
24,159,0.079812
24,160,0.076113
24,161,0.079374
24,162,0.047173
24,163,0.031243
24,164,0.046831
24,165,0.09416
24,166,0.048263
24,167,0.035334
24,168,0.045952
24,169,0.124624
24,170,0.04714
24,171,0.044233
24,172,0.045442
24,173,0.056962
24,174,0.059793
24,175,0.053583
24,176,0.104
24,177,0.046873
24,178,0.046864
24,179,0.04758
24,180,0.046902
24,181,0.046831
25,26,0.147135
25,27,0.121507
25,28,0.136417
25,29,0.113895
25,30,0.126489
25,31,0.126644
25,32,0.157846
25,33,0.157412
25,34,0.172663
25,35,0.196409
25,36,0.081522
25,37,0.086552
25,38,0.104188
25,39,0.147001
25,40,0.11083
25,41,0.110103
25,42,0.078392
25,43,0.103152
25,44,0.138422
25,45,0.164654
25,46,0.116063
25,47,0.221311
25,48,0.183136
25,49,0.148336
25,50,0.08656
25,51,0.108144
25,52,0.121113
25,53,0.139609
25,54,0.082632
25,55,0.10941
25,56,0.135667
25,57,0.105149
25,58,0.131896
25,59,0.163752
25,60,0.142438
25,61,0.139508
25,62,0.125005
25,63,0.125354
25,64,0.141751
25,65,0.125208
25,66,0.140625
25,67,0.096824
25,68,0.124336
25,69,0.157683
25,70,0.124965
25,71,0.111728
25,72,0.221383
25,73,0.126634
25,74,0.110151
25,75,0.112119
25,76,0.171576
25,77,0.12498
25,78,0.12512
25,79,0.110428
25,80,0.125352
25,81,0.128988
25,82,0.123903
25,83,0.135636
25,84,0.101922
25,85,0.126707
25,86,0.125757
25,87,0.140999
25,88,0.109058
25,89,0.161138
25,90,0.170737
25,91,0.125412
25,92,0.094711
25,93,0.143451
25,94,0.158149
25,95,0.109509
25,96,0.113631
25,97,0.133864
25,98,0.11446
25,99,0.141082
25,100,0.125372
25,101,0.124971
25,102,0.124972
25,103,0.111002
25,104,0.058416
25,105,0.051146
25,106,0.068128
25,107,0.05738
25,108,0.075876
25,109,0.065745
25,110,0.06248
25,111,0.063275
25,112,0.062994
25,113,0.094801
25,114,0.111356
25,115,0.092701
25,116,0.06263
25,117,0.078106
25,118,0.062486
25,119,0.069963
25,120,0.057097
25,121,0.075286
25,122,0.064996
25,123,0.078368
25,124,0.015163
25,125,0.015481
25,126,0.017043
25,127,0.015011
25,128,0.015629
25,129,0.062483
25,130,0.062614
25,131,0.048761
25,132,0.046657
25,133,0.063554
25,134,0.062524
25,135,0.062453
25,136,0.078515
25,137,0.062482
25,138,0.078139
25,139,0.062146
25,140,0.037251
25,141,0.042387
25,142,0.062998
25,143,0.062485
25,144,0.078853
25,145,0.058343
25,146,0.068134
25,147,0.062792
25,148,0.035045
25,149,0.059641
25,150,0.07957
25,151,0.062829
25,152,0.047493
25,153,0.036703
25,154,0.035605
25,155,0.008196
25,156,0.045906
25,157,0.116975
25,158,0.066497
25,159,0.066732
25,160,0.072193
25,161,0.059797
25,162,0.062278
25,163,0.037619
25,164,0.035314
25,165,0.060077
25,166,0.034573
25,167,0.045572
25,168,0.039639
25,169,0.105106
25,170,0.040679
25,171,0.034264
25,172,0.041852
25,173,0.038283
25,174,0.032636
25,175,0.036012
25,176,0.059714
25,177,0.037893
25,178,0.043482
25,179,0.030356
25,180,0.054642
25,181,0.070002
26,27,0.146818
26,28,0.141494
26,29,0.112141
26,30,0.109407
26,31,0.126395
26,32,0.110777
26,33,0.093378
26,34,0.124811
26,35,0.115797
26,36,0.124896
26,37,0.148938
26,38,0.185147
26,39,0.153071
26,40,0.131651
26,41,0.13483
26,42,0.145071
26,43,0.137097
26,44,0.188678
26,45,0.140963
26,46,0.142306
26,47,0.139477
26,48,0.141033
26,49,0.218732
26,50,0.140561
26,51,0.160488
26,52,0.152651
26,53,0.140592
26,54,0.15621
26,55,0.156714
26,56,0.156245
26,57,0.140597
26,58,0.15662
26,59,0.140593
26,60,0.156928
26,61,0.140592
26,62,0.140592
26,63,0.124971
26,64,0.140587
26,65,0.151534
26,66,0.130492
26,67,0.141025
26,68,0.126874
26,69,0.110826
26,70,0.156703
26,71,0.124972
26,72,0.140623
26,73,0.156228
26,74,0.110479
26,75,0.094937
26,76,0.149603
26,77,0.124866
26,78,0.155094
26,79,0.127553
26,80,0.129991
26,81,0.153739
26,82,0.141093
26,83,0.129964
26,84,0.124868
26,85,0.132115
26,86,0.128556
26,87,0.141041
26,88,0.1411
26,89,0.140203
26,90,0.125533
26,91,0.140982
26,92,0.12497
26,93,0.140593
26,94,0.12497
26,95,0.124933
26,96,0.140592
26,97,0.141523
26,98,0.124974
26,99,0.140592
26,100,0.125125
26,101,0.140558
26,102,0.124999
26,103,0.141
26,104,0.078066
26,105,0.095469
26,106,0.114432
26,107,0.059612
26,108,0.063138
26,109,0.078693
26,110,0.066756
26,111,0.074007
26,112,0.078139
26,113,0.078123
26,114,0.063601
26,115,0.080435
26,116,0.095676
26,117,0.077083
26,118,0.067012
26,119,0.060049
26,120,0.104756
26,121,0.072346
26,122,0.070109
26,123,0.06323
26,124,0.015621
26,125,0.017509
26,126,0.014042
26,127,0.015663
26,128,0.015617
26,129,0.078111
26,130,0.062605
26,131,0.266756
26,132,0.078106
26,133,0.07992
26,134,0.07681
26,135,0.078143
26,136,0.110848
26,137,0.078655
26,138,0.078118
26,139,0.078496
26,140,0.066751
26,141,0.184321
26,142,0.101674
26,143,0.055605
26,144,0.048695
26,145,0.055015
26,146,0.047913
26,147,0.042377
26,148,0.048496
26,149,0.065032
26,150,0.084681
26,151,0.069507
26,152,0.078958
26,153,0.082028
26,154,0.110375
26,155,0.015983
26,156,0.060975
26,157,0.16217
26,158,0.107574
26,159,0.096156
26,160,0.093801
26,161,0.142259
26,162,0.062177
26,163,0.063554
26,164,0.066673
26,165,0.095855
26,166,0.046887
26,167,0.047832
26,168,0.047627
26,169,0.126526
26,170,0.031207
26,171,0.094047
26,172,0.070136
26,173,0.062609
26,174,0.057378
26,175,0.050987
26,176,0.092102
26,177,0.06059
26,178,0.050378
26,179,0.050763
26,180,0.043684
26,181,0.071172
27,28,0.196387
27,29,0.156427
27,30,0.140847
27,31,0.156802
27,32,0.140587
27,33,0.141746
27,34,0.156823
27,35,0.127703
27,36,0.1507
27,37,0.149282
27,38,0.129907
27,39,0.12437
27,40,0.164557
27,41,0.169125
27,42,0.142611
27,43,0.162172
27,44,0.162003
27,45,0.148247
27,46,0.136027
27,47,0.282442
27,48,0.121232
27,49,0.204108
27,50,0.199782
27,51,0.112447
27,52,0.130254
27,53,0.129026
27,54,0.156178
27,55,0.154057
27,56,0.12838
27,57,0.142251
27,58,0.126128
27,59,0.11699
27,60,0.150659
27,61,0.126084
27,62,0.156627
27,63,0.125472
27,64,0.14288
27,65,0.139167
27,66,0.121745
27,67,0.116842
27,68,0.189613
27,69,0.109043
27,70,0.155536
27,71,0.158809
27,72,0.145508
27,73,0.133619
27,74,0.09327
27,75,0.121887
27,76,0.216446
27,77,0.145094
27,78,0.142187
27,79,0.125684
27,80,0.143536
27,81,0.194655
27,82,0.201793
27,83,0.139389
27,84,0.128236
27,85,0.126829
27,86,0.126961
27,87,0.14093
27,88,0.142741
27,89,0.12601
27,90,0.142007
27,91,0.143583
27,92,0.138274
27,93,0.142055
27,94,0.127189
27,95,0.158447
27,96,0.174269
27,97,0.126215
27,98,0.128689
27,99,0.140601
27,100,0.125937
27,101,0.130086
27,102,0.121827
27,103,0.141969
27,104,0.078278
27,105,0.063344
27,106,0.063369
27,107,0.066727
27,108,0.093035
27,109,0.124892
27,110,0.097072
27,111,0.078757
27,112,0.063964
27,113,0.065901
27,114,0.077317
27,115,0.130608
27,116,0.095483
27,117,0.07542
27,118,0.065193
27,119,0.063183
27,120,0.061947
27,121,0.078268
27,122,0.078121
27,123,0.065102
27,124,0.030402
27,125,0.016438
27,126,0.016525
27,127,0.018784
27,128,0.013457
27,129,0.077417
27,130,0.048499
27,131,0.061783
27,132,0.06454
27,133,0.061866
27,134,0.063218
27,135,0.06921
27,136,0.057221
27,137,0.072226
27,138,0.070806
27,139,0.062268
27,140,0.065365
27,141,0.061545
27,142,0.06597
27,143,0.075622
27,144,0.069415
27,145,0.054832
27,146,0.061378
27,147,0.07421
27,148,0.056684
27,149,0.074587
27,150,0.069744
27,151,0.061757
27,152,0.078499
27,153,0.064198
27,154,0.062381
27,155,0.01579
27,156,0.053545
27,157,0.177892
27,158,0.084282
27,159,0.078891
27,160,0.079238
27,161,0.095474
27,162,0.047738
27,163,0.036774
27,164,0.055319
27,165,0.080939
27,166,0.047452
27,167,0.031251
27,168,0.062488
27,169,0.115602
27,170,0.05008
27,171,0.049755
27,172,0.036791
27,173,0.052114
27,174,0.042292
27,175,0.046867
27,176,0.096644
27,177,0.046763
27,178,0.038025
27,179,0.041742
27,180,0.063564
27,181,0.047204
28,29,0.157963
28,30,0.157688
28,31,0.190458
28,32,0.154832
28,33,0.145519
28,34,0.159345
28,35,0.198845
28,36,0.178094
28,37,0.156518
28,38,0.207767
28,39,0.161902
28,40,0.135021
28,41,0.136881
28,42,0.136099
28,43,0.134669
28,44,0.150385
28,45,0.124797
28,46,0.115316
28,47,0.152728
28,48,0.129129
28,49,0.213259
28,50,0.182033
28,51,0.123889
28,52,0.240872
28,53,0.223628
28,54,0.180101
28,55,0.173645
28,56,0.157404
28,57,0.152413
28,58,0.157921
28,59,0.155125
28,60,0.166377
28,61,0.204095
28,62,0.188104
28,63,0.14456
28,64,0.153624
28,65,0.170023
28,66,0.133626
28,67,0.126886
28,68,0.139344
28,69,0.197231
28,70,0.139891
28,71,0.130058
28,72,0.147457
28,73,0.234816
28,74,0.14558
28,75,0.134384
28,76,0.137329
28,77,0.127969
28,78,0.138409
28,79,0.147291
28,80,0.153492
28,81,0.149071
28,82,0.139254
28,83,0.142162
28,84,0.125713
28,85,0.125154
28,86,0.142813
28,87,0.190324
28,88,0.16084
28,89,0.125005
28,90,0.191005
28,91,0.227166
28,92,0.226452
28,93,0.233582
28,94,0.164412
28,95,0.155899
28,96,0.130998
28,97,0.133293
28,98,0.140712
28,99,0.145395
28,100,0.132443
28,101,0.164905
28,102,0.132504
28,103,0.130792
28,104,0.078978
28,105,0.063883
28,106,0.065637
28,107,0.058156
28,108,0.06538
28,109,0.082215
28,110,0.071202
28,111,0.086081
28,112,0.073868
28,113,0.09283
28,114,0.065419
28,115,0.071171
28,116,0.105241
28,117,0.051628
28,118,0.058488
28,119,0.088327
28,120,0.066281
28,121,0.08193
28,122,0.116473
28,123,0.11857
28,124,0.024621
28,125,0.02953
28,126,0.017517
28,127,0.025198
28,128,0.018936
28,129,0.099783
28,130,0.068026
28,131,0.057037
28,132,0.070516
28,133,0.069945
28,134,0.083722
